Position_X,Position_Y,Position_Z,Unit,Category,Collection,TimePointID,TrackID,ID
175.13,256.65,41.67,um,Surface,Position,115,5000000035,8550
175.51,255.97,42.17,um,Surface,Position,117,5000000035,8704
173.42,256.15,43.2,um,Surface,Position,118,5000000035,8782
173.97,256.27,43.33,um,Surface,Position,119,5000000035,8856
174.6,256.59,41.95,um,Surface,Position,120,5000000035,8926
177.01,256.23,41.79,um,Surface,Position,121,5000000035,9001
179.63,255.93,39.41,um,Surface,Position,122,5000000035,9077
182.12,255.81,37.59,um,Surface,Position,123,5000000035,9152
374.68,81.25,49.67,um,Surface,Position,1,5000000036,36
376.3,80.46,49.27,um,Surface,Position,2,5000000036,79
379.55,78.11,48.95,um,Surface,Position,3,5000000036,125
382.55,77.35,48.03,um,Surface,Position,4,5000000036,171
383.6,76.91,48.02,um,Surface,Position,5,5000000036,216
384.12,76.99,47.76,um,Surface,Position,6,5000000036,270
384.07,77.32,48.91,um,Surface,Position,7,5000000036,327
382.7,77.57,51.26,um,Surface,Position,8,5000000036,383
382.2,78.37,53.3,um,Surface,Position,9,5000000036,440
381.73,78.1,52.89,um,Surface,Position,10,5000000036,498
382.52,78.58,54.89,um,Surface,Position,11,5000000036,558
383.1,78.43,56.01,um,Surface,Position,12,5000000036,622
383,78.28,56.87,um,Surface,Position,13,5000000036,685
382.11,77.81,56.07,um,Surface,Position,14,5000000036,752
383.54,77.53,55.25,um,Surface,Position,15,5000000036,815
381.91,77.48,52.11,um,Surface,Position,16,5000000036,882
375.64,76.44,49.57,um,Surface,Position,17,5000000036,947
372.47,76.87,47.97,um,Surface,Position,18,5000000036,1016
372.4,78.04,47.34,um,Surface,Position,19,5000000036,1085
372.6,78.57,46.15,um,Surface,Position,20,5000000036,1159
373.1,78.67,45.7,um,Surface,Position,21,5000000036,1234
373.23,78.62,46.56,um,Surface,Position,22,5000000036,1310
372.84,77.81,46.58,um,Surface,Position,23,5000000036,1387
372.94,77.98,48.09,um,Surface,Position,24,5000000036,1464
372.54,78.48,48.21,um,Surface,Position,25,5000000036,1541
371.67,75.95,46.38,um,Surface,Position,26,5000000036,1620
371,75.27,45.87,um,Surface,Position,27,5000000036,1699
370.13,75.29,44.76,um,Surface,Position,28,5000000036,1775
369.29,75.15,43.27,um,Surface,Position,29,5000000036,1855
369.44,75.81,43.53,um,Surface,Position,30,5000000036,1933
369.86,76.59,43.26,um,Surface,Position,31,5000000036,2014
367.99,77.81,41.03,um,Surface,Position,32,5000000036,2095
364.97,78.68,40.54,um,Surface,Position,33,5000000036,2181
361.56,77.98,40.59,um,Surface,Position,34,5000000036,2264
360.57,76.39,40.28,um,Surface,Position,35,5000000036,2341
360.04,75.08,39.2,um,Surface,Position,36,5000000036,2424
356.43,72.24,38.76,um,Surface,Position,37,5000000036,2504
354.12,71.12,39.81,um,Surface,Position,38,5000000036,2584
353.66,72.62,40.04,um,Surface,Position,39,5000000036,2671
353.21,75.21,38.53,um,Surface,Position,40,5000000036,2751
354.8,75.22,39.68,um,Surface,Position,41,5000000036,2843
352.02,78.27,40.57,um,Surface,Position,42,5000000036,13062
352.05,76.78,40.5,um,Surface,Position,43,5000000036,3015
270.68,86.09,47.53,um,Surface,Position,1,5000000037,37
269.8,91.33,45.92,um,Surface,Position,2,5000000037,13063
265.26,92.34,46.99,um,Surface,Position,3,5000000037,126
259.45,92.66,46.5,um,Surface,Position,4,5000000037,169
258.24,92.82,47.08,um,Surface,Position,5,5000000037,219
257.2,91.49,45.79,um,Surface,Position,6,5000000037,271
255.67,90.19,44.95,um,Surface,Position,7,5000000037,326
255.04,90.85,42.8,um,Surface,Position,8,5000000037,381
251.39,88.73,40.14,um,Surface,Position,9,5000000037,435
246.71,89.54,36.81,um,Surface,Position,10,5000000037,491
245.15,89.48,34.56,um,Surface,Position,11,5000000037,551
244.72,87.57,34.19,um,Surface,Position,12,5000000037,611
244.09,86.77,35,um,Surface,Position,13,5000000037,674
245.79,88.35,37.18,um,Surface,Position,14,5000000037,742
247.08,88.45,39.11,um,Surface,Position,15,5000000037,807
244.04,88,40.21,um,Surface,Position,16,5000000037,876
243.5,89.72,38.87,um,Surface,Position,17,5000000037,941
240.79,90.43,38.52,um,Surface,Position,18,5000000037,1009
239.22,88.25,40.37,um,Surface,Position,19,5000000037,1083
233.65,88.41,40.06,um,Surface,Position,20,5000000037,1154
231.65,88.96,40.5,um,Surface,Position,21,5000000037,1230
226.02,92.24,39.74,um,Surface,Position,22,5000000037,1302
222.42,94.82,37.5,um,Surface,Position,23,5000000037,1377
214.39,97.38,37.27,um,Surface,Position,24,5000000037,1455
212.66,97.49,37.26,um,Surface,Position,25,5000000037,1533
209.96,98.89,36.36,um,Surface,Position,26,5000000037,1611
209.48,99.62,34.89,um,Surface,Position,27,5000000037,1689
208.55,102.78,31.81,um,Surface,Position,28,5000000037,1762
206.18,105.05,29.84,um,Surface,Position,29,5000000037,1842
205.17,105.82,29.27,um,Surface,Position,30,5000000037,1918
202.41,105.84,30.69,um,Surface,Position,31,5000000037,2002
203.22,106.39,29.06,um,Surface,Position,32,5000000037,2084
202.47,107.1,26.42,um,Surface,Position,33,5000000037,2169
198.72,108.7,26.21,um,Surface,Position,34,5000000037,2252
195.07,109.88,27.83,um,Surface,Position,35,5000000037,2334
191.11,110.54,26.6,um,Surface,Position,36,5000000037,2413
191.29,112.23,25.89,um,Surface,Position,37,5000000037,2496
187.74,114.1,27.29,um,Surface,Position,38,5000000037,2579
185.39,115.06,28.89,um,Surface,Position,39,5000000037,2663
182.36,116.68,28.92,um,Surface,Position,40,5000000037,2747
177.29,116.2,29.59,um,Surface,Position,41,5000000037,2835
172.73,115.14,29.97,um,Surface,Position,42,5000000037,2918
172.56,117.05,31.23,um,Surface,Position,43,5000000037,3002
169.11,118.83,33.39,um,Surface,Position,44,5000000037,3090
169.21,119.97,33.56,um,Surface,Position,45,5000000037,3168
164.52,124.79,34.08,um,Surface,Position,46,5000000037,3247
162.1,129.24,33.79,um,Surface,Position,47,5000000037,3327
159.32,131.13,32.31,um,Surface,Position,48,5000000037,3408
154.9,133.85,35.06,um,Surface,Position,49,5000000037,3498
153.88,132.21,33.07,um,Surface,Position,50,5000000037,3573
155.54,129.47,35.2,um,Surface,Position,51,5000000037,3660
155.54,131.32,35,um,Surface,Position,52,5000000037,3742
154.77,136.7,34.26,um,Surface,Position,53,5000000037,3824
153.83,140.04,33.44,um,Surface,Position,54,5000000037,3901
152.42,139.28,31.93,um,Surface,Position,55,5000000037,3981
152.14,140.42,31.44,um,Surface,Position,56,5000000037,4060
122.64,50.59,52.11,um,Surface,Position,1,5000000038,38
120.38,51.23,50.65,um,Surface,Position,2,5000000038,80
121.95,51.65,49.68,um,Surface,Position,3,5000000038,124
122.51,53.24,48.26,um,Surface,Position,4,5000000038,170
123.53,53.38,48.71,um,Surface,Position,5,5000000038,218
123.5,55.79,49.01,um,Surface,Position,6,5000000038,272
120.96,58.16,48.38,um,Surface,Position,7,5000000038,325
120.07,60.21,49.54,um,Surface,Position,8,5000000038,382
118.64,63.38,50.72,um,Surface,Position,9,5000000038,439
117.8,64.72,49.14,um,Surface,Position,10,5000000038,497
117.8,64.68,48.3,um,Surface,Position,11,5000000038,556
119.24,62.7,46.97,um,Surface,Position,12,5000000038,619
118.24,62.95,45.36,um,Surface,Position,13,5000000038,681
117.83,62.64,43.76,um,Surface,Position,14,5000000038,743
117.39,61.91,41.72,um,Surface,Position,15,5000000038,806
116.12,61.64,39.71,um,Surface,Position,16,5000000038,874
116.01,61.99,37.42,um,Surface,Position,17,5000000038,935
116.35,62.86,35.72,um,Surface,Position,18,5000000038,1003
116.75,62.06,33.47,um,Surface,Position,19,5000000038,1075
114.46,62.4,30.76,um,Surface,Position,20,5000000038,1145
110.76,61.62,28.21,um,Surface,Position,21,5000000038,1214
107.72,59.22,26.86,um,Surface,Position,22,5000000038,1289
104.26,56.68,27.1,um,Surface,Position,23,5000000038,1370
105.27,54.01,26.78,um,Surface,Position,24,5000000038,1440
105.63,50.1,25.96,um,Surface,Position,25,5000000038,1520
105.4,49.05,26.51,um,Surface,Position,26,5000000038,1599
104.92,48.44,27.32,um,Surface,Position,27,5000000038,1682
103.38,44.48,27.72,um,Surface,Position,28,5000000038,1759
104.01,40.13,27.41,um,Surface,Position,29,5000000038,1838
105.36,38.32,25.83,um,Surface,Position,30,5000000038,1913
109,34.68,23.08,um,Surface,Position,31,5000000038,1991
111.49,33.67,22.26,um,Surface,Position,32,5000000038,2073
112.55,33.74,21.59,um,Surface,Position,33,5000000038,2159
112.35,32.71,22.26,um,Surface,Position,34,5000000038,2247
113.5,31.45,23.23,um,Surface,Position,35,5000000038,2328
118.88,30.25,21.99,um,Surface,Position,36,5000000038,2404
122.24,26.78,16.98,um,Surface,Position,37,5000000038,2446
123.39,24.53,12.98,um,Surface,Position,38,5000000038,2527
125.22,23.44,12.82,um,Surface,Position,39,5000000038,2610
127.11,22.39,12.94,um,Surface,Position,40,5000000038,2694
128.56,23.55,13.58,um,Surface,Position,41,5000000038,2780
130.93,24.34,14.62,um,Surface,Position,42,5000000038,2866
134.29,23.9,16.17,um,Surface,Position,43,5000000038,2976
134.45,23.47,16.11,um,Surface,Position,44,5000000038,3059
135.3,23.29,16.38,um,Surface,Position,45,5000000038,3140
134.21,23.43,16.43,um,Surface,Position,46,5000000038,3219
132.61,23.77,16.07,um,Surface,Position,47,5000000038,3301
131.1,23.76,16,um,Surface,Position,48,5000000038,3384
131.41,23.77,16.85,um,Surface,Position,49,5000000038,3468
131.32,23.58,17.43,um,Surface,Position,50,5000000038,3551
132.14,22.59,17.45,um,Surface,Position,51,5000000038,3636
140.24,21.86,18.3,um,Surface,Position,52,5000000038,3722
178.68,234.65,53.34,um,Surface,Position,1,5000000039,39
176.81,234.19,53.1,um,Surface,Position,2,5000000039,81
175.04,232.7,53.51,um,Surface,Position,3,5000000039,127
174.51,231.43,53.98,um,Surface,Position,4,5000000039,172
174.44,230.71,54.24,um,Surface,Position,5,5000000039,222
173.45,232.2,55.07,um,Surface,Position,6,5000000039,273
172.7,233.24,55.89,um,Surface,Position,7,5000000039,329
171.44,234.06,56.06,um,Surface,Position,8,5000000039,384
169.7,235.17,56.02,um,Surface,Position,9,5000000039,442
168.18,235.59,54.95,um,Surface,Position,10,5000000039,499
168.27,235.34,54.59,um,Surface,Position,11,5000000039,559
169.95,233.3,55.34,um,Surface,Position,12,5000000039,621
169.59,231.72,55.44,um,Surface,Position,13,5000000039,684
168.01,232.38,55.74,um,Surface,Position,14,5000000039,749
165.47,233.08,55.87,um,Surface,Position,15,5000000039,813
161.8,234.78,56.24,um,Surface,Position,16,5000000039,883
158.5,234.36,55.8,um,Surface,Position,17,5000000039,948
154.17,233.03,55.08,um,Surface,Position,18,5000000039,1018
153.36,232.63,54.53,um,Surface,Position,19,5000000039,1088
150.65,233.74,54.59,um,Surface,Position,20,5000000039,1161
147.5,233.9,54,um,Surface,Position,21,5000000039,1236
146.74,234.14,52.76,um,Surface,Position,22,5000000039,1313
147.9,235.08,53.43,um,Surface,Position,23,5000000039,1389
147.42,233.68,53.8,um,Surface,Position,24,5000000039,1465
146.33,233.92,53.22,um,Surface,Position,25,5000000039,1542
145.02,233.43,52.05,um,Surface,Position,26,5000000039,1622
143.03,232.56,51.93,um,Surface,Position,27,5000000039,1701
141.83,232.64,51.69,um,Surface,Position,28,5000000039,1778
141.31,231.32,51.45,um,Surface,Position,29,5000000039,1858
139.53,229.68,50.86,um,Surface,Position,30,5000000039,1936
137.38,228.93,50.36,um,Surface,Position,31,5000000039,2017
136.56,229.91,50.3,um,Surface,Position,32,5000000039,2102
99.2,187.28,57.12,um,Surface,Position,1,5000000040,40
98.76,186.04,57.85,um,Surface,Position,2,5000000040,83
100.15,185.73,58.35,um,Surface,Position,3,5000000040,129
100.87,185.99,58.96,um,Surface,Position,4,5000000040,174
100.55,184.43,59.52,um,Surface,Position,5,5000000040,223
100.68,182.47,60.25,um,Surface,Position,6,5000000040,276
100.68,180.12,61.28,um,Surface,Position,7,5000000040,331
100.59,179.64,61.3,um,Surface,Position,8,5000000040,387
100.86,178.53,60.93,um,Surface,Position,9,5000000040,444
101.16,174.64,61.73,um,Surface,Position,10,5000000040,507
101.46,173.73,61.15,um,Surface,Position,11,5000000040,566
102.85,173.71,60.05,um,Surface,Position,12,5000000040,627
102.75,173.75,59.54,um,Surface,Position,13,5000000040,688
100.6,174.04,58.95,um,Surface,Position,14,5000000040,753
99.52,173.52,58.43,um,Surface,Position,15,5000000040,816
99.35,174.83,58.99,um,Surface,Position,16,5000000040,884
99.69,175.35,59.71,um,Surface,Position,17,5000000040,953
99.44,173.76,60.87,um,Surface,Position,18,5000000040,1021
99.58,172.8,61.74,um,Surface,Position,19,5000000040,1092
103.16,173.13,61.91,um,Surface,Position,20,5000000040,1165
106.11,172.66,61.45,um,Surface,Position,21,5000000040,1240
108.22,172.43,61.08,um,Surface,Position,22,5000000040,1316
109.06,172.03,60.17,um,Surface,Position,23,5000000040,1391
107.79,171.45,59.83,um,Surface,Position,24,5000000040,1468
106.71,171.66,59.52,um,Surface,Position,25,5000000040,1548
105.83,172.62,60.23,um,Surface,Position,26,5000000040,1628
105.49,175.73,59.59,um,Surface,Position,27,5000000040,1705
105.55,176.51,59.68,um,Surface,Position,28,5000000040,1782
105.24,177.15,59.68,um,Surface,Position,29,5000000040,1862
105.49,175.77,60.25,um,Surface,Position,30,5000000040,1942
105.47,175.05,59.77,um,Surface,Position,31,5000000040,2024
106.36,174.63,58.48,um,Surface,Position,32,5000000040,2106
107.15,173.71,56.81,um,Surface,Position,33,5000000040,2191
108.75,172.94,54.87,um,Surface,Position,34,5000000040,2270
108.27,172.95,54.04,um,Surface,Position,35,5000000040,2348
107.33,172.75,53.2,um,Surface,Position,36,5000000040,2430
106.14,172.92,52.93,um,Surface,Position,37,5000000040,2512
104.93,173.9,51.84,um,Surface,Position,38,5000000040,2594
104.53,175.29,50.93,um,Surface,Position,39,5000000040,2676
105.11,175.78,50.34,um,Surface,Position,40,5000000040,2761
104.02,175.44,49.79,um,Surface,Position,41,5000000040,2848
102.41,174.76,50.35,um,Surface,Position,42,5000000040,2933
101.76,175.42,49.14,um,Surface,Position,43,5000000040,3020
100.18,175.92,49.36,um,Surface,Position,44,5000000040,3100
99.61,176.93,48.89,um,Surface,Position,45,5000000040,3179
99.14,177.82,48.28,um,Surface,Position,46,5000000040,3258
98.31,177.79,47.32,um,Surface,Position,47,5000000040,3339
98.7,178.17,46.64,um,Surface,Position,48,5000000040,3422
98.49,180.07,46.74,um,Surface,Position,49,5000000040,3505
97.99,180.2,45.48,um,Surface,Position,50,5000000040,3586
98.23,179.63,44.55,um,Surface,Position,51,5000000040,3668
98.97,178.05,45.86,um,Surface,Position,52,5000000040,3752
100.88,175.24,47.67,um,Surface,Position,53,5000000040,3834
103.09,174.79,48.29,um,Surface,Position,54,5000000040,3918
103.22,174.67,48.98,um,Surface,Position,55,5000000040,3999
103.94,174.56,49.38,um,Surface,Position,56,5000000040,4075
104.57,173.86,48.53,um,Surface,Position,57,5000000040,4149
104.9,172.11,47.03,um,Surface,Position,58,5000000040,4227
104.44,170.03,45.54,um,Surface,Position,59,5000000040,4306
104.98,169.68,45.67,um,Surface,Position,60,5000000040,4388
104.53,168.59,45.36,um,Surface,Position,61,5000000040,4469
103.08,167.69,44.41,um,Surface,Position,62,5000000040,4549
100.36,167.04,44.47,um,Surface,Position,63,5000000040,4628
101,166.2,44.57,um,Surface,Position,64,5000000040,4708
103.24,165.58,45.26,um,Surface,Position,65,5000000040,4786
104.95,166.08,45.83,um,Surface,Position,66,5000000040,4865
106.21,164.81,46.62,um,Surface,Position,67,5000000040,4946
105.27,163.37,46.91,um,Surface,Position,68,5000000040,5022
105.23,160.07,47.07,um,Surface,Position,69,5000000040,5100
105.13,159.08,47.62,um,Surface,Position,70,5000000040,5178
105.84,158.65,49.39,um,Surface,Position,71,5000000040,5259
105.8,158.01,49.95,um,Surface,Position,72,5000000040,5332
105.17,157.97,48.91,um,Surface,Position,73,5000000040,5406
105.04,157.36,48.11,um,Surface,Position,74,5000000040,5480
104.82,155.23,48.08,um,Surface,Position,75,5000000040,5558
26.53,191.82,57.2,um,Surface,Position,1,5000000041,41
29.25,191.31,56.52,um,Surface,Position,2,5000000041,82
30.09,190.52,56.28,um,Surface,Position,3,5000000041,128
29.24,190.24,56.27,um,Surface,Position,4,5000000041,173
29.35,190.47,56.75,um,Surface,Position,5,5000000041,221
28.87,191.46,56.99,um,Surface,Position,6,5000000041,275
28.53,192.34,57.68,um,Surface,Position,7,5000000041,330
27.85,191.33,58.92,um,Surface,Position,8,5000000041,386
26.5,191.53,59.46,um,Surface,Position,9,5000000041,443
25.19,191.78,59.8,um,Surface,Position,10,5000000041,504
24.08,190.69,59.97,um,Surface,Position,11,5000000041,563
24.83,190.41,59.89,um,Surface,Position,12,5000000041,628
25.18,189.72,59.92,um,Surface,Position,13,5000000041,691
24.74,188.75,60.34,um,Surface,Position,14,5000000041,755
24.65,188.29,61.01,um,Surface,Position,15,5000000041,819
23.33,187.81,61.79,um,Surface,Position,16,5000000041,888
22.18,187.97,62.63,um,Surface,Position,17,5000000041,956
22.34,189.05,62.72,um,Surface,Position,18,5000000041,1024
23.42,188.41,62.81,um,Surface,Position,19,5000000041,1093
23.73,187.18,62.85,um,Surface,Position,20,5000000041,1168
22.55,186.13,63.32,um,Surface,Position,21,5000000041,1245
22.03,186.08,63.63,um,Surface,Position,22,5000000041,1321
20.44,185.69,63.53,um,Surface,Position,23,5000000041,1397
20.12,185.68,63.38,um,Surface,Position,24,5000000041,1474
20.41,185.71,63.39,um,Surface,Position,25,5000000041,1552
19.99,185.18,63.5,um,Surface,Position,26,5000000041,1631
20.34,185.31,63.46,um,Surface,Position,27,5000000041,1709
20.14,185.45,63.59,um,Surface,Position,28,5000000041,1787
20.36,185.19,63.57,um,Surface,Position,29,5000000041,1868
20.06,185.28,63.56,um,Surface,Position,30,5000000041,1948
20.5,185.32,63.55,um,Surface,Position,31,5000000041,2030
20.21,185.22,63.45,um,Surface,Position,32,5000000041,2114
20.6,185.17,63.38,um,Surface,Position,33,5000000041,2199
20.53,185.3,63.53,um,Surface,Position,34,5000000041,2281
20.41,185.16,63.45,um,Surface,Position,35,5000000041,2360
21.02,185.29,63.45,um,Surface,Position,36,5000000041,2444
21.22,185.31,63.52,um,Surface,Position,37,5000000041,2525
20.85,185.4,63.32,um,Surface,Position,38,5000000041,2607
21,185.45,63.46,um,Surface,Position,39,5000000041,2691
23.39,190.97,63.15,um,Surface,Position,40,5000000041,2776
24.05,194.47,62.33,um,Surface,Position,41,5000000041,2861
24.77,197.85,62.07,um,Surface,Position,42,5000000041,2947
25.18,196.3,62.34,um,Surface,Position,43,5000000041,3030
26.75,195.15,63.66,um,Surface,Position,44,5000000041,3114
58.45,322.69,59.02,um,Surface,Position,1,5000000042,42
59.57,320.55,57.86,um,Surface,Position,2,5000000042,84
59.92,319.27,56.95,um,Surface,Position,3,5000000042,130
62.14,317.04,57.57,um,Surface,Position,4,5000000042,175
64.02,315.03,57.99,um,Surface,Position,5,5000000042,224
63.99,314.18,59.5,um,Surface,Position,6,5000000042,277
66.68,311.58,60.59,um,Surface,Position,7,5000000042,332
68.39,310.1,60.8,um,Surface,Position,8,5000000042,388
69.06,309.96,60.43,um,Surface,Position,9,5000000042,446
70.24,308.41,60.25,um,Surface,Position,10,5000000042,505
72.57,306.14,60.83,um,Surface,Position,11,5000000042,565
75.02,305.68,61.22,um,Surface,Position,12,5000000042,629
77.11,305.9,61.15,um,Surface,Position,13,5000000042,692
76.11,304.93,60.46,um,Surface,Position,14,5000000042,756
74.51,303.28,59.91,um,Surface,Position,15,5000000042,820
74.52,302.44,60.73,um,Surface,Position,16,5000000042,889
75.28,300.05,61.5,um,Surface,Position,17,5000000042,954
75.28,296.59,61.81,um,Surface,Position,18,5000000042,1023
73.75,293.7,62.92,um,Surface,Position,19,5000000042,1096
71.76,290.91,63.1,um,Surface,Position,20,5000000042,1170
72.82,288.36,62.5,um,Surface,Position,21,5000000042,1243
71.71,287.03,61,um,Surface,Position,22,5000000042,1317
69.69,286.36,60.78,um,Surface,Position,23,5000000042,1394
69.01,286.39,60.74,um,Surface,Position,24,5000000042,1472
67.19,286.43,61.39,um,Surface,Position,25,5000000042,1550
66.17,286.95,61.23,um,Surface,Position,26,5000000042,1629
66.96,286.77,61.31,um,Surface,Position,27,5000000042,1707
67.95,283.96,61.31,um,Surface,Position,28,5000000042,1785
68.18,279.99,61.21,um,Surface,Position,29,5000000042,1866
67.77,278.04,61.22,um,Surface,Position,30,5000000042,1945
66.53,276.05,60.24,um,Surface,Position,31,5000000042,2027
65.77,274.24,59.24,um,Surface,Position,32,5000000042,2112
65.4,273.29,58.82,um,Surface,Position,33,5000000042,2193
64.29,268.89,58.69,um,Surface,Position,34,5000000042,2276
63.49,265.21,58.57,um,Surface,Position,35,5000000042,2357
63.34,264.75,60.18,um,Surface,Position,36,5000000042,2442
61.59,261.68,60.71,um,Surface,Position,37,5000000042,2523
61.37,257.77,60.68,um,Surface,Position,38,5000000042,2605
61.89,255.77,60.05,um,Surface,Position,39,5000000042,2686
61.76,255.34,60.58,um,Surface,Position,40,5000000042,2773
61.12,254.95,61.32,um,Surface,Position,41,5000000042,2860
61.8,255.37,61.48,um,Surface,Position,42,5000000042,2944
60.75,256.28,62.73,um,Surface,Position,43,5000000042,3032
314.17,273.55,41.29,um,Surface,Position,2,5000000043,78
315.01,271.44,43.26,um,Surface,Position,3,5000000043,123
313.08,272.36,43.06,um,Surface,Position,4,5000000043,168
310.83,276.18,43.66,um,Surface,Position,5,5000000043,217
299.32,280.32,43.33,um,Surface,Position,6,5000000043,269
300.45,289.35,39.29,um,Surface,Position,7,5000000043,323
299.83,289.42,41.45,um,Surface,Position,8,5000000043,380
299.85,287.05,44.11,um,Surface,Position,9,5000000043,438
299.62,290.53,42.15,um,Surface,Position,10,5000000043,495
301.86,290.24,38.83,um,Surface,Position,11,5000000043,552
303.69,288.88,38.35,um,Surface,Position,12,5000000043,615
303.55,291.35,38.33,um,Surface,Position,13,5000000043,680
302.26,289.79,39.07,um,Surface,Position,14,5000000043,746
302.54,298.06,39.51,um,Surface,Position,15,5000000043,810
303.31,305.24,39.4,um,Surface,Position,16,5000000043,877
307.38,306.27,38.63,um,Surface,Position,17,5000000043,942
305.44,306.08,38.23,um,Surface,Position,18,5000000043,1011
305.56,305.7,38.38,um,Surface,Position,19,5000000043,1082
301.97,303.51,37.98,um,Surface,Position,20,5000000043,1156
306.93,308.23,36.38,um,Surface,Position,21,5000000043,1228
305.45,305.96,36.59,um,Surface,Position,22,5000000043,1304
302.86,300.02,38.6,um,Surface,Position,23,5000000043,1385
306.85,304.93,38.34,um,Surface,Position,24,5000000043,1458
306.83,304.87,39.06,um,Surface,Position,25,5000000043,1537
304.94,303.25,39.07,um,Surface,Position,26,5000000043,1614
302.85,301.21,39.28,um,Surface,Position,27,5000000043,1692
301.33,298.71,38.89,um,Surface,Position,28,5000000043,1770
301.54,298.25,37.88,um,Surface,Position,29,5000000043,1849
302.81,300.47,38.94,um,Surface,Position,30,5000000043,1932
302.29,302.45,38.88,um,Surface,Position,31,5000000043,2015
310.48,308.82,36.86,um,Surface,Position,32,5000000043,2091
314.25,310.79,34.01,um,Surface,Position,33,5000000043,2173
314.33,310.33,34.98,um,Surface,Position,34,5000000043,2258
312.49,309.93,35.5,um,Surface,Position,35,5000000043,2336
313.8,311.51,33.37,um,Surface,Position,36,5000000043,2417
313.16,310.95,34.25,um,Surface,Position,37,5000000043,2499
315.46,312.24,34.71,um,Surface,Position,38,5000000043,2582
316.28,315.3,35.6,um,Surface,Position,39,5000000043,2666
316.1,315.23,34.72,um,Surface,Position,40,5000000043,2750
315.85,317.65,32.32,um,Surface,Position,41,5000000043,2837
317.43,318,32.82,um,Surface,Position,42,5000000043,2923
318.8,316.39,32.82,um,Surface,Position,43,5000000043,3005
319.1,315.95,33.56,um,Surface,Position,44,5000000043,3088
318.05,315.09,35.7,um,Surface,Position,45,5000000043,3166
317.64,314.82,37.25,um,Surface,Position,46,5000000043,3251
317.97,314.49,39.01,um,Surface,Position,47,5000000043,3335
317.03,314.26,37.03,um,Surface,Position,48,5000000043,3419
102.26,206.04,2.99,um,Surface,Position,3,5000000044,91
101.79,212.15,3.83,um,Surface,Position,4,5000000044,137
102.44,211.8,4.76,um,Surface,Position,5,5000000044,181
101.61,211.89,5.21,um,Surface,Position,6,5000000044,234
94.67,212.87,5.92,um,Surface,Position,7,5000000044,289
92.7,214.62,5.42,um,Surface,Position,8,5000000044,343
90.64,215.01,5.43,um,Surface,Position,9,5000000044,400
88.06,215.09,5.65,um,Surface,Position,10,5000000044,454
94.25,212.2,6.3,um,Surface,Position,11,5000000044,515
93.19,212.2,5.9,um,Surface,Position,12,5000000044,576
85.51,214.53,5.23,um,Surface,Position,13,5000000044,641
85.84,213.64,5.38,um,Surface,Position,14,5000000044,702
85.92,213.4,6.2,um,Surface,Position,15,5000000044,765
86.7,213.15,6.79,um,Surface,Position,16,5000000044,833
88.93,213.05,6.74,um,Surface,Position,17,5000000044,899
97.33,210.41,6.28,um,Surface,Position,18,5000000044,966
97.06,209.75,6.18,um,Surface,Position,19,5000000044,1035
96.51,208.63,5.65,um,Surface,Position,20,5000000044,1106
93.31,209.83,5.82,um,Surface,Position,21,5000000044,1180
93.76,209.52,5.85,um,Surface,Position,22,5000000044,1255
93.89,210.51,6.08,um,Surface,Position,23,5000000044,1331
93.55,210.76,6.2,um,Surface,Position,24,5000000044,1406
92.83,210.06,6.89,um,Surface,Position,25,5000000044,1484
91.36,208.31,6.91,um,Surface,Position,26,5000000044,1560
90.6,206.73,6.52,um,Surface,Position,27,5000000044,1640
89.12,204.43,6.43,um,Surface,Position,28,5000000044,1719
86.56,202.29,7.39,um,Surface,Position,29,5000000044,1795
94.62,208.79,9.57,um,Surface,Position,31,5000000044,1958
95.98,209.32,10.81,um,Surface,Position,32,5000000044,2042
96.79,209.85,11.63,um,Surface,Position,33,5000000044,2127
96.76,209.6,11.33,um,Surface,Position,34,5000000044,2211
96.45,208.93,10.89,um,Surface,Position,35,5000000044,2296
94.62,208.06,11.07,um,Surface,Position,36,5000000044,2374
93.32,206.77,11.26,um,Surface,Position,37,5000000044,2456
92.49,205.61,10.78,um,Surface,Position,38,5000000044,2537
93.3,205,10.39,um,Surface,Position,39,5000000044,2633
95.55,204.53,11.03,um,Surface,Position,40,5000000044,2703
96.23,204.1,11.98,um,Surface,Position,41,5000000044,2790
96.13,204.21,12.87,um,Surface,Position,42,5000000044,2891
94.47,204.07,13.12,um,Surface,Position,43,5000000044,2977
93.41,202.91,13.68,um,Surface,Position,44,5000000044,3054
92.72,199.31,10.6,um,Surface,Position,45,5000000044,3123
92.85,197.87,9.8,um,Surface,Position,46,5000000044,3201
93.61,196.76,9.73,um,Surface,Position,47,5000000044,3282
95.06,195.65,9.82,um,Surface,Position,48,5000000044,3364
95.66,195.39,9.45,um,Surface,Position,49,5000000044,3445
95.46,195.73,9.27,um,Surface,Position,50,5000000044,3530
95.46,194.94,8.95,um,Surface,Position,51,5000000044,3615
95.7,193.53,8.95,um,Surface,Position,52,5000000044,3696
94.64,192.45,9.04,um,Surface,Position,53,5000000044,3775
236.4,119.97,26.53,um,Surface,Position,3,5000000045,115
234.28,118.25,26.41,um,Surface,Position,4,5000000045,13064
245.38,122.81,21.56,um,Surface,Position,5,5000000045,203
243.49,121.41,21.54,um,Surface,Position,6,5000000045,253
245.48,124.74,22.75,um,Surface,Position,7,5000000045,308
248.11,126.18,24.83,um,Surface,Position,8,5000000045,368
